gene,logfoldchange,pvals,pvals_adj,group
Syk,3.5232179164886475,2.8366115957905754e-64,1.6209209118803286e-62,B Cell
Btg1,2.7598001956939697,1.788685857034804e-63,9.937143650193357e-62,B Cell
Cd52,3.91865611076355,1.6931178878907268e-62,9.151988583193118e-61,B Cell
Coro1a,3.704572916030884,1.8769364866758279e-62,9.878613087767515e-61,B Cell
Ltb,6.618144512176514,3.8130244118049014e-61,1.9553971342589238e-59,B Cell
Malt1,3.982201337814331,3.915475258003121e-61,1.9577376290015605e-59,B Cell
H3f3b,1.9545880556106567,5.4524065234311186e-61,2.659710499234692e-59,B Cell
Napsa,5.296581745147705,1.0373225314582172e-59,4.939631102181987e-58,B Cell
Stap1,4.673769950866699,6.169142555309957e-59,2.869368630376724e-57,B Cell
Satb1,6.294144153594971,7.835368107635786e-59,3.561530958016266e-57,B Cell
Lyn,2.9682319164276123,7.553972078718074e-58,3.3573209238747e-56,B Cell
Ptprcap,7.02671480178833,1.0169875391940201e-57,4.421684953017478e-56,B Cell
Myo1e,3.1400980949401855,4.2557619779175905e-57,1.8109625437947193e-55,B Cell
Cd83,3.6629745960235596,9.518927166946602e-57,3.966219652894418e-55,B Cell
Pik3ap1,3.835883140563965,1.1581894220116278e-56,4.7273037633127665e-55,B Cell
Ptprc,3.553906202316284,3.7272766360342907e-56,1.490910654413716e-54,B Cell
Ikzf1,4.29480504989624,3.1542611826347235e-53,1.236965169660676e-51,B Cell
Arhgdib,2.726839303970337,6.601213496802099e-53,2.491023961057396e-51,B Cell
Tmem163,9.121044158935547,3.947102047728265e-52,1.4618896473067647e-50,B Cell
Gimap6,3.216277599334717,4.544551801543036e-52,1.6525642914701947e-50,B Cell
Rac2,3.7336013317108154,7.871171107190915e-52,2.8111325382824697e-50,B Cell
Dock10,2.8196475505828857,5.101517128516386e-50,1.7900060100057494e-48,B Cell
P2ry10,6.545002460479736,5.978933326266656e-49,2.061701146988502e-47,B Cell
Mzb1,12.58819580078125,1.0166161679715957e-48,3.44615650159863e-47,B Cell
Gm26740,3.9441206455230713,3.639818748163384e-48,1.2132729160544615e-46,B Cell
Cmah,4.550258636474609,1.1014782678222542e-46,3.496756405784934e-45,B Cell
Stat4,5.6590800285339355,5.511128861447415e-46,1.7222277692023171e-44,B Cell
Vps37b,3.751901149749756,6.756585093827183e-46,2.0789492596391331e-44,B Cell
Hist1h1e,3.183539628982544,5.860826110988848e-44,1.6745217459968134e-42,B Cell
Dusp2,3.696465492248535,2.5659098933542045e-43,7.227915192547056e-42,B Cell
Pde3b,3.3285579681396484,5.589959775499771e-43,1.552766604305492e-41,B Cell
Xylt1,2.7846174240112305,1.0387672406357167e-42,2.8459376455773063e-41,B Cell
Btla,7.251062870025635,1.7113298097987634e-42,4.62521570215882e-41,B Cell
Retreg1,3.4957776069641113,2.3061734197868197e-42,6.149795786098186e-41,B Cell
Cd2,6.687925815582275,4.928306187616608e-42,1.2969226809517391e-40,B Cell
Hist1h1c,2.8711607456207275,6.493266808868651e-42,1.6865628074983509e-40,B Cell
H2-DMa,3.108140230178833,1.0130694883314179e-41,2.597614072644661e-40,B Cell
Cd86,3.1538028717041016,6.745229734004791e-41,1.7076530972164028e-39,B Cell
Cd55,2.3639254570007324,3.895561746460416e-40,9.738904366151038e-39,B Cell
Slc38a1,3.851560354232788,9.011571726880509e-40,2.225079438735928e-38,B Cell
Blnk,2.737931966781616,4.610492394736563e-39,1.1245103401796495e-37,B Cell
Cd53,2.756965160369873,1.8332317246772053e-38,4.364837439707631e-37,B Cell
Cyfip2,5.143355369567871,2.0570877008464094e-38,4.840206354932728e-37,B Cell
Kcnq5,6.008543014526367,6.414452405157271e-38,1.4917331174784353e-36,B Cell
Gpr183,3.9713783264160156,1.0617355568831511e-37,2.440771395133681e-36,B Cell
Hmgb2,2.1642558574676514,1.078401824848e-37,2.4509132382909093e-36,B Cell
Pou2af1,12.726957321166992,1.2955325195916996e-37,2.9113090327903362e-36,B Cell
Srgn,2.5622551441192627,1.8333183560759706e-37,4.0740407912799346e-36,B Cell
Ptk2b,3.811066150665283,4.493492330755314e-37,9.87580732034135e-36,B Cell
Rhoh,4.35418701171875,1.5595577059373296e-36,3.318207884973042e-35,B Cell
Runx1,2.459852457046509,2.0996104225025177e-36,4.420232468426353e-35,B Cell
Sorl1,4.034751892089844,3.466489174515142e-36,7.147400359825035e-35,B Cell
Laptm5,2.522317886352539,9.093293186923161e-36,1.8370289266511436e-34,B Cell
Cd69,5.41783332824707,9.599383687484375e-36,1.9198767374968748e-34,B Cell
Siglecg,7.43896484375,1.7268438427083477e-35,3.419492757838312e-34,B Cell
Fam49b,2.2954275608062744,1.8421429120755322e-35,3.6120449256382988e-34,B Cell
Klf2,2.0957226753234863,2.36718640364633e-35,4.596478453682194e-34,B Cell
Cd24a,5.392950057983398,3.7158587986536795e-35,7.14588230510323e-34,B Cell
Fcer2a,10.290165901184082,1.2180276344581839e-33,2.2981653480343092e-32,B Cell
Irf4,6.11428689956665,1.2544863105187455e-33,2.344834225268683e-32,B Cell
Plac8,4.781859874725342,1.1692228700366469e-32,2.087897982208298e-31,B Cell
Arhgap26,2.5464179515838623,2.4204177573301356e-32,4.246346942684448e-31,B Cell
Ly86,2.7809884548187256,2.7955790348885793e-32,4.86187658241492e-31,B Cell
Ctss,2.278813123703003,4.992443965966964e-32,8.39066212767557e-31,B Cell
Nfkbid,3.4820194244384766,1.0564888359882442e-31,1.7608147266470738e-30,B Cell
Tec,3.062645435333252,4.003875579544815e-31,6.617976164536884e-30,B Cell
Cd274,2.9293081760406494,1.6006082515913715e-30,2.5816262122441476e-29,B Cell
Inpp4b,3.528108596801758,4.612818378249248e-30,7.380509405198797e-29,B Cell
H2-Oa,6.840276718139648,4.839593118374086e-30,7.681893838689026e-29,B Cell
Wdfy4,3.6528854370117188,4.891234970169305e-30,7.702732236487095e-29,B Cell
Immp2l,2.774770736694336,5.034446664352935e-30,7.866322913051461e-29,B Cell
Gmfg,2.6803982257843018,8.482673350714025e-30,1.2950646336967976e-28,B Cell
Lcp1,2.131171226501465,1.680258367135611e-29,2.5267043114821217e-28,B Cell
Tnfrsf13c,10.375704765319824,2.6190471824729687e-29,3.9090256454820425e-28,B Cell
Gpr132,3.136653184890747,3.1750585881007373e-29,4.703790500889981e-28,B Cell
Sell,5.324227333068848,3.443824153411491e-28,5.0274805159291835e-27,B Cell
Gm30211,12.172139167785645,5.622172225887262e-28,8.031674608410374e-27,B Cell
Sh3bgrl3,1.3975353240966797,2.0860956846555454e-27,2.959000971142618e-26,B Cell
E330020D12Rik,4.404102325439453,2.8910884783108286e-27,4.0719556032546884e-26,B Cell
Ptpn18,2.188034772872925,1.4936240714910476e-26,2.032141593865371e-25,B Cell
Gimap3,5.884706020355225,3.038722660874408e-26,4.051630214499211e-25,B Cell
Itga4,2.9405813217163086,3.3455800613312123e-26,4.431231869312864e-25,B Cell
Cd180,4.038358688354492,4.9362263294116024e-26,6.495034643962635e-25,B Cell
Raet1e,3.916285514831543,8.412935306769906e-26,1.0997301054601184e-24,B Cell
H2-DMb1,2.2790067195892334,1.3159038251577208e-25,1.6870561860996422e-24,B Cell
Gpcpd1,2.02553391456604,2.1529237249219714e-25,2.742577993531174e-24,B Cell
Pou2f2,3.356177568435669,1.5080048818683202e-24,1.8732979898985342e-23,B Cell
H2-Q7,2.020364284515381,9.081833879515058e-24,1.0811706999422688e-22,B Cell
Ms4a4c,4.0531907081604,9.617471124634592e-24,1.1381622632703659e-22,B Cell
Ptpn6,2.701389789581299,1.0751896272683224e-23,1.26492897325685e-22,B Cell
Rasgef1b,2.3606109619140625,1.898096686810924e-23,2.2199961249250574e-22,B Cell
Mtss1,2.130831241607666,2.3010818509779952e-23,2.661947763983843e-22,B Cell
Card11,5.679300785064697,2.3025848158460238e-23,2.661947763983843e-22,B Cell
Cxcr4,2.7546257972717285,3.4912032655650996e-23,3.989946589217257e-22,B Cell
Tpd52,1.823354959487915,3.597390839900281e-23,4.0879441362503195e-22,B Cell
March1,3.3917088508605957,9.670079146864977e-23,1.0865257468387614e-21,B Cell
Gm15987,4.744734287261963,1.0196254541764341e-22,1.1329171713071491e-21,B Cell
Plaur,2.471339464187622,1.340900041512827e-22,1.481657504434063e-21,B Cell
Cybb,2.248708963394165,1.367979601226761e-22,1.5032742870623748e-21,B Cell
Il21r,3.8774614334106445,1.1536546645393164e-21,1.2272921963184217e-20,B Cell
Iglc1,11.368541717529297,1.5028896659734035e-21,1.573706456516653e-20,B Cell
Nr4a1,1.7320963144302368,1.7472692108390022e-21,1.8143212338605364e-20,B Cell
Ctsh,1.5998623371124268,1.7508199906754177e-21,1.8143212338605364e-20,B Cell
Irf8,2.099778890609741,1.8189001556235327e-21,1.8751547996118893e-20,B Cell
St8sia4,2.3393445014953613,3.343601213049107e-21,3.3945189980193977e-20,B Cell
Dock8,2.2267985343933105,6.034196019914726e-21,6.095147494863359e-20,B Cell
Osbpl8,1.5382367372512817,2.4291355886244768e-20,2.4291355886244768e-19,B Cell
Chchd10,3.737506628036499,4.3592389161897405e-20,4.294816666196788e-19,B Cell
Nrros,2.079139471054077,5.106637451299598e-20,5.006507305195684e-19,B Cell
Phlpp1,1.597785472869873,5.472362726629831e-20,5.338890465004714e-19,B Cell
Birc3,1.520626425743103,5.65801123253527e-20,5.4932147888691945e-19,B Cell
Cd72,3.203293800354004,1.3074815569659476e-19,1.25117852341239e-18,B Cell
Gch1,1.8523980379104614,1.581293781718981e-19,1.4917865865273405e-18,B Cell
Plek,1.7585155963897705,2.944278581218674e-19,2.751662225438013e-18,B Cell
Snx20,2.548414468765259,1.123828458697698e-18,1.0216622351797255e-17,B Cell
Cacna1e,8.133305549621582,1.743153713965757e-18,1.5775146732721783e-17,B Cell
Tank,1.7859658002853394,2.7922599771856496e-18,2.5155495289960807e-17,B Cell
Trp53i11,2.1490843296051025,4.5133380482645136e-18,4.029766114521887e-17,B Cell
Lpxn,2.4846725463867188,4.924729589337015e-18,4.3775374127440133e-17,B Cell
Bcl11a,6.8140692710876465,1.0785033314874405e-17,9.502231995484058e-17,B Cell
Gpr171,5.487815856933594,1.4028845856676647e-17,1.2252267123735062e-16,B Cell
Grap2,4.515130043029785,1.706630328975314e-17,1.4776020164288433e-16,B Cell
Rasgrp1,4.047353267669678,1.9343544744810708e-17,1.6603901068507044e-16,B Cell
Traf1,3.0316436290740967,3.560425677102432e-17,2.9919543505062455e-16,B Cell
Alcam,2.507822275161743,8.805329906239461e-17,7.3073277230203e-16,B Cell
Irak2,1.6372435092926025,1.085672647039401e-16,8.972501215201662e-16,B Cell
Mndal,1.177059531211853,1.972497252258067e-16,1.610201838578014e-15,B Cell
Tmsb4x,1.0494177341461182,2.283243385526084e-16,1.8562954353870604e-15,B Cell
Hcls1,1.9704790115356445,5.491355368735531e-16,4.375581967119945e-15,B Cell
Samhd1,1.4067003726959229,8.822216363784405e-16,6.9466270580979565e-15,B Cell
Pmaip1,2.833505630493164,1.5334607521933222e-15,1.1887292652661412e-14,B Cell
Gramd3,2.1159257888793945,2.2102788003365548e-15,1.6937002301429538e-14,B Cell
Tespa1,5.795589447021484,2.454392873177499e-15,1.873582345937022e-14,B Cell
Samsn1,2.2450878620147705,3.1379299172120004e-15,2.3772196342515152e-14,B Cell
Neurl3,1.9189376831054688,4.541631894121065e-15,3.4276467125441997e-14,B Cell
Ifi209,3.3612759113311768,5.930569303962637e-15,4.4590746646335614e-14,B Cell
Serpinb1a,3.2523791790008545,8.891049218501358e-15,6.58596238407508e-14,B Cell
Ncf2,1.8239880800247192,1.320405193576999e-14,9.637994113700722e-14,B Cell
Cyp4f18,3.0775482654571533,1.4014515479731582e-14,1.0192374894350241e-13,B Cell
Ap1s3,6.1786065101623535,1.7240724064846297e-14,1.2493278307859636e-13,B Cell
Gimap4,2.1168274879455566,2.0028500545073722e-14,1.4408993197894762e-13,B Cell
Ciita,3.1421589851379395,2.092401966229125e-14,1.49992972489543e-13,B Cell
Gm43388,12.871807098388672,4.404525752049101e-14,3.1017786986261273e-13,B Cell
Nckap1l,2.1970605850219727,5.926672913731727e-14,4.14452651309911e-13,B Cell
Dtx1,7.2890472412109375,6.99121857715178e-14,4.838213548201924e-13,B Cell
Chd7,1.7102303504943848,1.8405770241484875e-13,1.247848829931178e-12,B Cell
Adamts6,2.4864084720611572,2.0116749422109673e-13,1.3592398258182212e-12,B Cell
Mirt1,4.57733154296875,2.4798222248863053e-13,1.6587439631346524e-12,B Cell
Arl5c,2.997039556503296,3.515563342168521e-13,2.343708894779014e-12,B Cell
Myo1g,2.419539213180542,5.670954347546865e-13,3.706506109507755e-12,B Cell
Rnase6,4.117803573608398,6.207304398839133e-13,4.030717142103333e-12,B Cell
Kynu,5.959926128387451,1.3417825333165357e-12,8.601170085362409e-12,B Cell
Dapp1,2.0073623657226562,2.5789618985019032e-12,1.632254366140445e-11,B Cell
Ptprj,1.2241935729980469,2.639897400544316e-12,1.6655504104380545e-11,B Cell
Cenpa,2.8473479747772217,4.6477396352411466e-12,2.8867948044976066e-11,B Cell
Ptpn22,3.529654026031494,7.425528029368066e-12,4.597850172983322e-11,B Cell
Vpreb3,11.720534324645996,8.313006223712507e-12,5.131485323279325e-11,B Cell
S1pr1,1.455735445022583,8.557328127498302e-12,5.2660480784604936e-11,B Cell
Bin2,2.6579113006591797,1.3626601268026653e-11,8.308903212211373e-11,B Cell
Ncf1,2.0381672382354736,1.650190590144857e-11,1.0001155091787012e-10,B Cell
Rasgrp3,1.426633596420288,1.6738061463491677e-11,1.0083169556320287e-10,B Cell
Itgb7,3.351597547531128,1.698889153903227e-11,1.0203538461881242e-10,B Cell
Ctsc,1.0650917291641235,2.2918156413537052e-11,1.364175976996253e-10,B Cell
Pkib,4.273677349090576,3.552012142855507e-11,2.1017823330505958e-10,B Cell
Gm20513,2.966151475906372,3.622778174391095e-11,2.137332256277932e-10,B Cell
Ncf4,2.217893123626709,3.6802211328446313e-11,2.1648359604968418e-10,B Cell
Ucp2,1.1947027444839478,3.799459805510298e-11,2.2284221733198228e-10,B Cell
Cotl1,1.208882212638855,4.5405448590048013e-11,2.6475480227433244e-10,B Cell
Hist1h2ap,4.357266902923584,6.73670498418666e-11,3.9053362227169045e-10,B Cell
Epsti1,1.6277700662612915,1.3978529531556932e-10,8.056789355364227e-10,B Cell
Tspan13,1.0696806907653809,5.194635999723887e-10,2.92655549280219e-09,B Cell
Bcl2a1b,1.620423436164856,5.635050460008058e-10,3.1480728826860663e-09,B Cell
Cpm,2.9850072860717773,5.852714509705578e-10,3.2605651864655035e-09,B Cell
Plcxd2,4.891943454742432,6.182254982448757e-10,3.4250720124369846e-09,B Cell
Acp5,3.623865842819214,7.361544853999131e-10,4.055947577960954e-09,B Cell
2010309G21Rik,14.123879432678223,2.1960657013381145e-09,1.1838629117725685e-08,B Cell
Rgs2,1.958241581916809,2.522128332631863e-09,1.3523476314379962e-08,B Cell
Lat2,2.214979410171509,3.1494594802978836e-09,1.679711722825538e-08,B Cell
Jak2,1.2643084526062012,3.867916095419924e-09,2.051944878206856e-08,B Cell
Il10ra,1.7338553667068481,6.21000495951938e-09,3.268423662904937e-08,B Cell
Spi1,1.1497210264205933,7.934066241005442e-09,4.153961382725362e-08,B Cell
Ankrd33b,1.9191631078720093,1.01760390161365e-08,5.2725590757183934e-08,B Cell
Ifi30,1.241154432296753,1.3676974868121243e-08,7.013833265703201e-08,B Cell
Odc1,1.4416097402572632,1.4497804187818221e-08,7.415756617809831e-08,B Cell
Tagap,2.667966365814209,2.3061025356764476e-08,1.1706104242012424e-07,B Cell
Il5ra,10.701537132263184,2.8665313548169418e-08,1.4477431084934049e-07,B Cell
Slamf7,2.077052116394043,3.101585514047869e-08,1.562511593978775e-07,B Cell
Cd84,1.6996783018112183,1.6820957428481664e-07,8.205345087064227e-07,B Cell
Tnfaip8,1.2451629638671875,3.782490928482571e-07,1.7969078045047845e-06,B Cell
Myc,1.5995534658432007,4.870125856896147e-07,2.302659979619928e-06,B Cell
P2ry10b,3.036735773086548,6.107297710946843e-07,2.8740224522102794e-06,B Cell
AC125149.3,7.544898986816406,8.3596464648006e-07,3.879186294571045e-06,B Cell
Gng2,1.4503021240234375,8.802279282220626e-07,4.0657179132658785e-06,B Cell
Gimap7,5.304451942443848,1.1525090143456283e-06,5.286738597915726e-06,B Cell
Itgal,2.6943254470825195,1.98782859302286e-06,9.015095659967619e-06,B Cell
Pcsk5,-5.693758487701416,1.9521050136598105e-06,8.873204607544593e-06,B Cell
Ldlr,-2.319134473800659,1.6581588629766749e-06,7.554254501032687e-06,B Cell
Myoc,-5.6530442237854,1.4575013826001414e-06,6.655257454795166e-06,B Cell
Limch1,-2.407743215560913,1.4363977003892195e-06,6.573902518943796e-06,B Cell
Thrb,-4.77892541885376,9.730473157128179e-07,4.484089012501465e-06,B Cell
Tbc1d4,-3.6912972927093506,8.549560633987656e-07,3.958129923142433e-06,B Cell
Pi15,-3.902385950088501,8.213739877137265e-07,3.820344128901054e-06,B Cell
Vegfc,-3.310779571533203,7.999469328660268e-07,3.729356330377747e-06,B Cell
Fn1,-3.9659533500671387,7.331581081290218e-07,3.425972467892625e-06,B Cell
Serpine1,-3.8512091636657715,6.962807437252728e-07,3.261268120493081e-06,B Cell
Robo1,-2.2687742710113525,6.289916627873379e-07,2.9530125013490045e-06,B Cell
Tpm2,-4.000546455383301,5.051867845669225e-07,2.3829565309760496e-06,B Cell
Ces1d,-4.750982761383057,4.539736442892175e-07,2.151533859190604e-06,B Cell
Ly6c1,-1.6964713335037231,3.704751889065449e-07,1.7641675662216423e-06,B Cell
Ptgs2,-3.747384548187256,3.4059156028912014e-07,1.6257353713084494e-06,B Cell
Srpx,-5.370759010314941,3.2825543719727336e-07,1.5706001779773845e-06,B Cell
Gja1,-2.7709991931915283,3.050567773555035e-07,1.4631020496666835e-06,B Cell
Slit2,-4.929293632507324,2.9344324333762196e-07,1.4107848237385672e-06,B Cell
Apod,-4.015978813171387,2.84883371927312e-07,1.3729319129027086e-06,B Cell
Basp1,-2.9340875148773193,2.6561814120560555e-07,1.2831794261140364e-06,B Cell
Atf3,-1.1884154081344604,2.4662873631503733e-07,1.1943280208960647e-06,B Cell
Dmd,-2.1959447860717773,1.8837884496597785e-07,9.144604124562032e-07,B Cell
Dnm3os,-4.267739295959473,1.8659073464502779e-07,9.079841101947824e-07,B Cell
Bach1,-1.4203718900680542,1.5747203610339228e-07,7.719217456048642e-07,B Cell
Lvrn,-5.4913835525512695,1.367599712127498e-07,6.720391705786232e-07,B Cell
Gsr,-2.955476760864258,1.339902513145047e-07,6.6005049908623e-07,B Cell
Gk5,-2.364354372024536,1.290387432644781e-07,6.372283617998918e-07,B Cell
C7,-7.333861351013184,1.1932880417349686e-07,5.907366543242419e-07,B Cell
Col4a3,-5.969849109649658,1.0636419528378529e-07,5.27862011333922e-07,B Cell
Cers6,-3.0278913974761963,6.63058584662961e-08,3.2987989286714476e-07,B Cell
Id1,-2.003530263900757,5.529627762544006e-08,2.7579190835630954e-07,B Cell
Cdh19,-6.355589866638184,5.272444325323688e-08,2.6362221626618436e-07,B Cell
Ifih1,-2.178650140762329,4.8125892917018e-08,2.412325459499649e-07,B Cell
Foxc1,-27.844497680664062,4.422408976661721e-08,2.2223160686742318e-07,B Cell
Sdf2l1,-1.8779716491699219,2.525095527496591e-08,1.278529381010932e-07,B Cell
S100a4,-2.4233522415161133,2.170110071772186e-08,1.1043817159145984e-07,B Cell
Fnip2,-2.4794249534606934,1.957505689765275e-08,9.987273927373853e-08,B Cell
Cavin2,-1.8816014528274536,1.2771266231645842e-08,6.566203718069841e-08,B Cell
Pgf,-3.5781259536743164,1.206515749688239e-08,6.219153348908449e-08,B Cell
Gm12840,-3.918684720993042,1.1551258895759649e-08,5.969642840185865e-08,B Cell
Nfkbia,-1.0233323574066162,1.0171822286692189e-08,5.2725590757183934e-08,B Cell
Enc1,-3.2448105812072754,9.58232422866581e-09,4.990793869096776e-08,B Cell
Tmem176a,-2.809875249862671,8.925009315032178e-09,4.660579276779205e-08,B Cell
Sgk1,-1.5252845287322998,7.843891123600572e-09,4.117528148871691e-08,B Cell
Cacna1c,-28.288341522216797,4.63982360689462e-09,2.4484557292319893e-08,B Cell
Kcnk2,-4.8714280128479,4.136280065702572e-09,2.188507971271202e-08,B Cell
Lbp,-3.652339458465576,3.5411624109312093e-09,1.8835970270910688e-08,B Cell
Penk,-4.944915294647217,2.6988141486809896e-09,1.4432161222892993e-08,B Cell
Csrp2,-1.9841512441635132,2.216147301312807e-09,1.1914770437165631e-08,B Cell
Angpt1,-5.049350738525391,1.874776200520538e-09,1.0133925408219126e-08,B Cell
Hmcn2,-4.279811382293701,1.8674099831991307e-09,1.0121463323572524e-08,B Cell
Timp1,-5.749258995056152,1.7920467743184564e-09,9.73938464303509e-09,B Cell
Spon2,-28.396970748901367,1.6417323452713842e-09,8.946770273958497e-09,B Cell
Adgrd1,-5.531727313995361,1.4282505878692548e-09,7.804648021143469e-09,B Cell
Dlg2,-2.55477237701416,1.3011990135864748e-09,7.129857608693012e-09,B Cell
Rgs17,-5.620980262756348,9.09885461212779e-10,4.99937066600428e-09,B Cell
Rab7b,-5.644376277923584,7.316674764899834e-10,4.042361748563445e-09,B Cell
Magi1,-2.236908435821533,5.934474298198739e-10,3.296930165665966e-09,B Cell
Fabp5,-2.0799942016601562,5.630016163818677e-10,3.1480728826860663e-09,B Cell
Mical2,-3.7477786540985107,5.366431473471563e-10,3.0148491423997544e-09,B Cell
Bnc2,-7.106098175048828,4.923220574617986e-10,2.7814805506316305e-09,B Cell
Fap,-4.422033309936523,4.375035663843228e-10,2.4787737472199594e-09,B Cell
Tanc2,-2.1744699478149414,3.956896184861163e-10,2.2482364686711156e-09,B Cell
Efna5,-5.496148109436035,3.5146246540142265e-10,2.0026351304924368e-09,B Cell
Kitl,-1.8583998680114746,3.156523146164165e-10,1.8037275120938088e-09,B Cell
Irf1,-1.2205560207366943,2.2600095321936636e-10,1.2951344024032457e-09,B Cell
Pdzrn3,-5.2818284034729,2.1307810479696142e-10,1.2245868091779393e-09,B Cell
Nbl1,-3.793747663497925,9.927424326772449e-11,5.738395564608352e-10,B Cell
Gfra1,-4.760150909423828,4.657059495431497e-11,2.7075927299020333e-10,B Cell
Nr2f2,-4.9454755783081055,3.9746822178826024e-11,2.3243755660132175e-10,B Cell
Hk2,-3.4902336597442627,2.7570753722972796e-11,1.6362465117491272e-10,B Cell
Ifi27l2a,-1.4251798391342163,2.2826037597384843e-11,1.362748513276707e-10,B Cell
Meox1,-3.072528600692749,1.9936266150477796e-11,1.1937883922441794e-10,B Cell
Hes1,-1.6091419458389282,1.6703235919549087e-11,1.0083169556320287e-10,B Cell
Prss23,-4.732800006866455,1.4514410504047923e-11,8.823349850485059e-11,B Cell
Sox9,-6.100915431976318,1.1062246688943367e-11,6.765900115561692e-11,B Cell
Tppp3,-2.538154125213623,1.0831439052492481e-11,6.64505463343097e-11,B Cell
Icam1,-2.027919054031372,4.197802057594697e-12,2.6154529953861038e-11,B Cell
Itih5,-2.9678561687469482,3.6620988193471204e-12,2.28881176209195e-11,B Cell
Col14a1,-4.661632061004639,3.3118502480201246e-12,2.0763951398245296e-11,B Cell
Thbs1,-4.407277584075928,2.664870642677089e-12,1.6760192721239552e-11,B Cell
Slc9a3r2,-2.069434642791748,2.3485356853691496e-12,1.4911337684883488e-11,B Cell
Uap1,-1.7232805490493774,2.2644777739475625e-12,1.4423425311767914e-11,B Cell
Bmper,-7.116183280944824,1.8794769924043618e-12,1.2009437651146082e-11,B Cell
Adamts12,-5.786617755889893,9.818837354209053e-13,6.314364858012253e-12,B Cell
Mt2,-3.0264108180999756,7.448362328753065e-13,4.805395050808429e-12,B Cell
Hmox1,-2.7895491123199463,5.705521203090818e-13,3.716951923837667e-12,B Cell
Ntn4,-4.727928161621094,5.396785153833047e-13,3.5388755107101946e-12,B Cell
Serpina3n,-4.151156902313232,5.349146530791693e-13,3.519175349205061e-12,B Cell
Cebpb,-1.5592403411865234,4.856837789374758e-13,3.2058335243397745e-12,B Cell
Svep1,-3.9779679775238037,4.762375293505007e-13,3.153890922850998e-12,B Cell
Ccn2,-3.8352627754211426,3.979930370667567e-13,2.6444720070880847e-12,B Cell
Map1b,-3.190026044845581,2.472833686087246e-13,1.6587439631346524e-12,B Cell
Bhlhe40,-2.1016690731048584,2.4135254295491084e-13,1.6252696495280191e-12,B Cell
Tnfaip6,-4.666190147399902,1.7651565872476047e-13,1.2007867940459896e-12,B Cell
Hsd11b1,-2.782499074935913,1.4496476058519085e-13,9.895205500695623e-13,B Cell
Adamtsl3,-4.332002639770508,1.2657195991604186e-13,8.669312323016567e-13,B Cell
Tmem176b,-3.0110883712768555,1.1045945760823405e-13,7.591715299534987e-13,B Cell
